gene	突变类型	突变频率	相关通路	PMID	文献类型	IF	年份	引用量	备注	Drug_anno(敏感增加或.)	Drug_anno(毒性增加或敏感降低或耐药提高)
ERBB2	mut	3.70%		28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Abemaciclib:PMID: 26658964;Anastrozole:FDA;Everolimus:FDA;Exemestane:FDA;Fulvestrant:FDA;Letrozole:FDA;LHRH analogues or antagonist:FDA;Palbociclib:FDA;Tamoxifen:FDA||Afatinib:AACR 2014 (abstr CT228);Afatinib:PMID: 20142587, 22418700, 23632474;Afatinib:PMID: 27044931;Everolimus:PMID: 21107682, 20975068;HSP90 inhibitor:PMID: 21558407;Lapatinib:FDA;Lapatinib:PMID: 26022204;Lapatinib:PMID: 25694417,NCT02015169;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Lapatinib:PMID: 25294905;Neratinib:PMID: 20142587, 22418700, 23632474;Pertuzumab:PMID: 24960402;Pertuzumab:FDA;Pertuzumab:PMID: 26022204;Trastuzumab:FDA;Trastuzumab:FDA;Trastuzumab:PMID: 26022204;Trastuzumab:PMID: 21380780;Trastuzumab:PMID: 20003286, 12525520;Trastuzumab:PMID: 21107682, 20975068;Trastuzumab:PMID: 21558407;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Trastuzumab:PMID: 25294905;Trastuzumab:http: //ascopubs.org/doi/full/10.1200/PO.16.00055||Afatinib:PMID: 26598547;Afatinib:PMID: 26598547,ASCO 2017 (abstr 9071);Lapatinib:PMID: 26598547;Lapatinib:PMID: 26598547,ASCO 2017 (abstr 9071);Neratinib:PMID: 26598547;Neratinib:PMID: 26598547,ASCO 2017 (abstr 9071);Trastuzumab:PMID: 26598547;Trastuzumab:PMID: 26598547,ASCO 2017 (abstr 9071)||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Dacomitinib:PMID: 25899785;Neratinib:ESMO 2014 (abstr LBA39_PR);Tensirolimus:ESMO 2014 (abstr LBA39_PR)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23950206||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:FDA;MK2206:ASCO 2013 (abstr 2605), 26104654;Pertuzumab:FDA;Trastuzumab:ASCO 2013 (abstr 2605), 26104654;Trastuzumab:FDA;Trastuzumab:FDA||Neratinib:PMID: 27697991||Neratinib:PMID: 23220880||Neratinib:PMID: 23220880||Neratinib:AACR 2017 (abstr CT001)||Neratinib:AACR 2017 (abstr CT001)||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 22908275||Trastuzumab:PMID: 22908275||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 16775247||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:ASCO 2017 (abstr 8510)	Lapatinib:PMID: 27697991||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416;Trastuzumab:PMID: 26099744, 19840887||Tak-285:PMID: 26439378||Trastuzumab:PMID: 22850551
ERBB2	amp	3.9-8.5%		28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Abemaciclib:PMID: 26658964;Anastrozole:FDA;Everolimus:FDA;Exemestane:FDA;Fulvestrant:FDA;Letrozole:FDA;LHRH analogues or antagonist:FDA;Palbociclib:FDA;Tamoxifen:FDA||Afatinib:AACR 2014 (abstr CT228);Afatinib:PMID: 20142587, 22418700, 23632474;Afatinib:PMID: 27044931;Everolimus:PMID: 21107682, 20975068;HSP90 inhibitor:PMID: 21558407;Lapatinib:FDA;Lapatinib:PMID: 26022204;Lapatinib:PMID: 25694417,NCT02015169;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Lapatinib:PMID: 25294905;Neratinib:PMID: 20142587, 22418700, 23632474;Pertuzumab:PMID: 24960402;Pertuzumab:FDA;Pertuzumab:PMID: 26022204;Trastuzumab:FDA;Trastuzumab:FDA;Trastuzumab:PMID: 26022204;Trastuzumab:PMID: 21380780;Trastuzumab:PMID: 20003286, 12525520;Trastuzumab:PMID: 21107682, 20975068;Trastuzumab:PMID: 21558407;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Trastuzumab:PMID: 25294905;Trastuzumab:http: //ascopubs.org/doi/full/10.1200/PO.16.00055||Afatinib:PMID: 26598547;Afatinib:PMID: 26598547,ASCO 2017 (abstr 9071);Lapatinib:PMID: 26598547;Lapatinib:PMID: 26598547,ASCO 2017 (abstr 9071);Neratinib:PMID: 26598547;Neratinib:PMID: 26598547,ASCO 2017 (abstr 9071);Trastuzumab:PMID: 26598547;Trastuzumab:PMID: 26598547,ASCO 2017 (abstr 9071)||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Dacomitinib:PMID: 25899785;Neratinib:ESMO 2014 (abstr LBA39_PR);Tensirolimus:ESMO 2014 (abstr LBA39_PR)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23950206||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:FDA;MK2206:ASCO 2013 (abstr 2605), 26104654;Pertuzumab:FDA;Trastuzumab:ASCO 2013 (abstr 2605), 26104654;Trastuzumab:FDA;Trastuzumab:FDA||Neratinib:PMID: 27697991||Neratinib:PMID: 23220880||Neratinib:PMID: 23220880||Neratinib:AACR 2017 (abstr CT001)||Neratinib:AACR 2017 (abstr CT001)||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 22908275||Trastuzumab:PMID: 22908275||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 16775247||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:ASCO 2017 (abstr 8510)	Lapatinib:PMID: 27697991||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416;Trastuzumab:PMID: 26099744, 19840887||Tak-285:PMID: 26439378||Trastuzumab:PMID: 22850551
ERBB2	mut	3.00%		28297679		8.4	2017	8	仅在第一阶段出现	Abemaciclib:PMID: 26658964;Anastrozole:FDA;Everolimus:FDA;Exemestane:FDA;Fulvestrant:FDA;Letrozole:FDA;LHRH analogues or antagonist:FDA;Palbociclib:FDA;Tamoxifen:FDA||Afatinib:AACR 2014 (abstr CT228);Afatinib:PMID: 20142587, 22418700, 23632474;Afatinib:PMID: 27044931;Everolimus:PMID: 21107682, 20975068;HSP90 inhibitor:PMID: 21558407;Lapatinib:FDA;Lapatinib:PMID: 26022204;Lapatinib:PMID: 25694417,NCT02015169;Lapatinib:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Lapatinib:PMID: 25294905;Neratinib:PMID: 20142587, 22418700, 23632474;Pertuzumab:PMID: 24960402;Pertuzumab:FDA;Pertuzumab:PMID: 26022204;Trastuzumab:FDA;Trastuzumab:FDA;Trastuzumab:PMID: 26022204;Trastuzumab:PMID: 21380780;Trastuzumab:PMID: 20003286, 12525520;Trastuzumab:PMID: 21107682, 20975068;Trastuzumab:PMID: 21558407;Trastuzumab:ASCO 2015 (abstr 3508),NCT01104571,EBCC10;Trastuzumab:PMID: 25294905;Trastuzumab:http: //ascopubs.org/doi/full/10.1200/PO.16.00055||Afatinib:PMID: 26598547;Afatinib:PMID: 26598547,ASCO 2017 (abstr 9071);Lapatinib:PMID: 26598547;Lapatinib:PMID: 26598547,ASCO 2017 (abstr 9071);Neratinib:PMID: 26598547;Neratinib:PMID: 26598547,ASCO 2017 (abstr 9071);Trastuzumab:PMID: 26598547;Trastuzumab:PMID: 26598547,ASCO 2017 (abstr 9071)||Crizotinib:PMID: 26432108;Trastuzumab:PMID: 26432108||Dacomitinib:PMID: 25899785;Neratinib:ESMO 2014 (abstr LBA39_PR);Tensirolimus:ESMO 2014 (abstr LBA39_PR)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880;Trastuzumab:PMID: 23220880, 22908275||Lapatinib:PMID: 23950206||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:PMID: 23220880;Neratinib:PMID: 23220880||Lapatinib:FDA;MK2206:ASCO 2013 (abstr 2605), 26104654;Pertuzumab:FDA;Trastuzumab:ASCO 2013 (abstr 2605), 26104654;Trastuzumab:FDA;Trastuzumab:FDA||Neratinib:PMID: 27697991||Neratinib:PMID: 23220880||Neratinib:PMID: 23220880||Neratinib:AACR 2017 (abstr CT001)||Neratinib:AACR 2017 (abstr CT001)||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 22908275||Trastuzumab:PMID: 22908275||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 16775247||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:PMID: 22908275;Trastuzumab:PMID: 23220880, 22908275||Trastuzumab:ASCO 2017 (abstr 8510)	Lapatinib:PMID: 27697991||Lapatinib:PMID: 22238368;Trastuzumab:PMID: 22850551;Trastuzumab:PMID: 22850551, PMID: 26432108||Osimertinib:PMID: 27252416;Rociletinib:PMID: 27252416;Trastuzumab:PMID: 26099744, 19840887||Tak-285:PMID: 26439378||Trastuzumab:PMID: 22850551
JAK1	mut	1.00%	JAK/STAT signalling	27262756	Review	7.43	2016	12		Ruxolitinib:PMID: 22955920, 18805579	None
JAK1	mut	0.40%	PI3K/AKT/MTOR pathway,IL6/JAK/STAT pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Ruxolitinib:PMID: 22955920, 18805579	None
JAK1	mut	0.90%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	Ruxolitinib:PMID: 22955920, 18805579	None
JAK1	mut	14/928 (1.5)	JAK/STAT signalling	26099984	Review	4.91	2015	86		Ruxolitinib:PMID: 22955920, 18805579	None
TSC1	mut	3.00%	PI3K/MTOR signalling	27262756	Review	7.43	2016	12		Everolimus:PMID: 22923433;Temsirolimus:PMID: 22923433||Everolimus or Temsirolimus:PMID: 24622468,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)||Everolimus or Temsirolimus:PMID: 22923433;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 26859683;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 24622468, 26859683,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)	None
TSC1	mut,homo del	2.60%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Everolimus:PMID: 22923433;Temsirolimus:PMID: 22923433||Everolimus or Temsirolimus:PMID: 24622468,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)||Everolimus or Temsirolimus:PMID: 22923433;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 26859683;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 24622468, 26859683,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)	None
TSC1	mut	3-8%	Ras/raf/mapk	26099527	Review	7.67	2015	77		Everolimus:PMID: 22923433;Temsirolimus:PMID: 22923433||Everolimus or Temsirolimus:PMID: 24622468,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)||Everolimus or Temsirolimus:PMID: 22923433;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 26859683;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 24622468, 26859683,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)	None
TSC1	del，mut	2.00%	PIK3-mTOR	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	Everolimus:PMID: 22923433;Temsirolimus:PMID: 22923433||Everolimus or Temsirolimus:PMID: 24622468,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)||Everolimus or Temsirolimus:PMID: 22923433;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 26859683;Everolimus or Temsirolimus:FDA;Everolimus or Temsirolimus:PMID: 24622468, 26859683,ASCO 2015 (abstr 11010),ASCO 2015 (abstr 4519)	None
BAZ2B	mut	3.00%		27838634	Review	5.03	2017	8		None	None
BAZ2B	mut	11.1%（3/27）；1.6%(2/120)		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
BAZ2B	mut	1.6%(2/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
BRAF		5.00%		26405193	research	8.39	2015	19		BRAF inhibitors:PMID: 23715574;Trametinib:PMID: 23248257, 22805292, 23248257||BRAF inhibitors:PMID: 22608338;BRAF inhibitors:PMID: 22038996, 22586120;BRAF inhibitor + CDK2/4 inhibitors:PMID: 22997239;BRAF inhibitor + HSP90 inhibitors:PMID: 22351686;BRAF inhibitor + MEK inhibitors:ASCO 2013 (abstr 9029);BRAF inhibitor + PI3K pathway inhibitors:PMID: 22389471, 21156289;Cobimetinib:FDA;Dabrafenib:PMID: 23470635, 22608338;Dabrafenib:PMID: 23470635, 22608338;Dabrafenib:PMID: 23524406, 22608338,ASCO 2013 (abstr 8009),ESMO 2014 (abstr LBA38_PR), 20818844, 23489023, 27080216;Dabrafenib:FDA;Dabrafenib:NCCN;Dabrafenib + Trametinib:PMID: 27048246;Dabrafenib + Trametinib:PMID: 26392102,ASCO 2015 (abstr 8006);Dabrafenib + Trametinib:PMID: 27283860;Dabrafenib + Trametinib:FDA;ERK inhibitors:PMID: 23614898, 22997239;Ipilimumab:PMID: 22382362, 23709751;MEK inhibitors:PMID: 22241789;MEK inhibitors:PMID: 19018267;Panitumumab + Dabrafenib + Trametinib:ASCO 2014 (abstr 3515),ASCO 2015 (abstr 103);Pan-RAF inhibitors:ESMO 2015 (abstract 300),AACR 2016 (abstr CT005);PLX4720:PMC3638050;Selumetinib:NCT01089101;Trametinib:FDA;Vandetanib:PMID: 20065189, 22025146;Vemurafenib:PMID: 22743296, 22621641, 23612012;Vemurafenib:PMID: 22586120;Vemurafenib:PMID: 22608338, 20818844, 23489023;Vemurafenib:FDA;Vemurafenib:PMID: 26287849;Vemurafenib + Cobimetinib:FDA||BYL719:ENA 2014 (abstr 11LBA);Cetuximab:PMID: 27729313;Dabrafenib:ENA 2014 (abstr 11LBA);Irinotecan:PMID: 27729313;Panitumumab:ENA 2014 (abstr 11LBA);Vemurafenib:PMID: 27729313||Cobimetinib:FDA;Dabrafenib + Trametinib:FDA;Ipilimumab:PMID: 22382362, 23709751;Trametinib:FDA;Vemurafenib:NCCN;Vemurafenib:PMID: 26287849;Vemurafenib + Cobimetinib:FDA||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Dabrafenib:PMID: 23237741;Ipilimumab:PMID: 22382362, 23709751;Trametinib:PMID: 23248257, 22805292, 23248257;Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Dasatinib:PMID: 22649091||Dasatinib:PMID: 22649091||Selumetinib:PMID: 26324360;Sorafenib:PMID: 238900088, 20526349, 24727320;Trametinib:PMID: 24727320, 24345920, 20526349||Sorafenib:PMID: 18794803||Sorafenib:PMID: 18794803||Trametinib:PMID: 23248257, 22805292, 23248257||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849	Cetuximab:PMID: 20619739, 21163703, 23325582;EGFR TK inhibitors:PMID: 22773810;Imatinib:PMID: 25182956;Panitumumab:PMID: 20619739, 21163703, 23325582;Sorafenib:.;Sunitinib:PMID: 25182956||EGFR TK inhibitors:PMID: 22773810;Sorafenib:.||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282||Selumetinib:PMID: 23444215;Vemurafenib:PMID: 23288408, 231718||Selumetinib:PMID: 23444215;Vemurafenib:PMID: 23288408, 231718||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Vemurafenib:PMID: 26732095||Vemurafenib:PMID: 26287849
BRAF	mut	3.00%	RAS/RAF kinase	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	BRAF inhibitors:PMID: 23715574;Trametinib:PMID: 23248257, 22805292, 23248257||BRAF inhibitors:PMID: 22608338;BRAF inhibitors:PMID: 22038996, 22586120;BRAF inhibitor + CDK2/4 inhibitors:PMID: 22997239;BRAF inhibitor + HSP90 inhibitors:PMID: 22351686;BRAF inhibitor + MEK inhibitors:ASCO 2013 (abstr 9029);BRAF inhibitor + PI3K pathway inhibitors:PMID: 22389471, 21156289;Cobimetinib:FDA;Dabrafenib:PMID: 23470635, 22608338;Dabrafenib:PMID: 23470635, 22608338;Dabrafenib:PMID: 23524406, 22608338,ASCO 2013 (abstr 8009),ESMO 2014 (abstr LBA38_PR), 20818844, 23489023, 27080216;Dabrafenib:FDA;Dabrafenib:NCCN;Dabrafenib + Trametinib:PMID: 27048246;Dabrafenib + Trametinib:PMID: 26392102,ASCO 2015 (abstr 8006);Dabrafenib + Trametinib:PMID: 27283860;Dabrafenib + Trametinib:FDA;ERK inhibitors:PMID: 23614898, 22997239;Ipilimumab:PMID: 22382362, 23709751;MEK inhibitors:PMID: 22241789;MEK inhibitors:PMID: 19018267;Panitumumab + Dabrafenib + Trametinib:ASCO 2014 (abstr 3515),ASCO 2015 (abstr 103);Pan-RAF inhibitors:ESMO 2015 (abstract 300),AACR 2016 (abstr CT005);PLX4720:PMC3638050;Selumetinib:NCT01089101;Trametinib:FDA;Vandetanib:PMID: 20065189, 22025146;Vemurafenib:PMID: 22743296, 22621641, 23612012;Vemurafenib:PMID: 22586120;Vemurafenib:PMID: 22608338, 20818844, 23489023;Vemurafenib:FDA;Vemurafenib:PMID: 26287849;Vemurafenib + Cobimetinib:FDA||BYL719:ENA 2014 (abstr 11LBA);Cetuximab:PMID: 27729313;Dabrafenib:ENA 2014 (abstr 11LBA);Irinotecan:PMID: 27729313;Panitumumab:ENA 2014 (abstr 11LBA);Vemurafenib:PMID: 27729313||Cobimetinib:FDA;Dabrafenib + Trametinib:FDA;Ipilimumab:PMID: 22382362, 23709751;Trametinib:FDA;Vemurafenib:NCCN;Vemurafenib:PMID: 26287849;Vemurafenib + Cobimetinib:FDA||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Dabrafenib:PMID: 23237741;Ipilimumab:PMID: 22382362, 23709751;Trametinib:PMID: 23248257, 22805292, 23248257;Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Dasatinib:PMID: 22649091||Dasatinib:PMID: 22649091||Selumetinib:PMID: 26324360;Sorafenib:PMID: 238900088, 20526349, 24727320;Trametinib:PMID: 24727320, 24345920, 20526349||Sorafenib:PMID: 18794803||Sorafenib:PMID: 18794803||Trametinib:PMID: 23248257, 22805292, 23248257||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849	Cetuximab:PMID: 20619739, 21163703, 23325582;EGFR TK inhibitors:PMID: 22773810;Imatinib:PMID: 25182956;Panitumumab:PMID: 20619739, 21163703, 23325582;Sorafenib:.;Sunitinib:PMID: 25182956||EGFR TK inhibitors:PMID: 22773810;Sorafenib:.||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282||Selumetinib:PMID: 23444215;Vemurafenib:PMID: 23288408, 231718||Selumetinib:PMID: 23444215;Vemurafenib:PMID: 23288408, 231718||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Vemurafenib:PMID: 26732095||Vemurafenib:PMID: 26287849
BRAF	mut	3.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	BRAF inhibitors:PMID: 23715574;Trametinib:PMID: 23248257, 22805292, 23248257||BRAF inhibitors:PMID: 22608338;BRAF inhibitors:PMID: 22038996, 22586120;BRAF inhibitor + CDK2/4 inhibitors:PMID: 22997239;BRAF inhibitor + HSP90 inhibitors:PMID: 22351686;BRAF inhibitor + MEK inhibitors:ASCO 2013 (abstr 9029);BRAF inhibitor + PI3K pathway inhibitors:PMID: 22389471, 21156289;Cobimetinib:FDA;Dabrafenib:PMID: 23470635, 22608338;Dabrafenib:PMID: 23470635, 22608338;Dabrafenib:PMID: 23524406, 22608338,ASCO 2013 (abstr 8009),ESMO 2014 (abstr LBA38_PR), 20818844, 23489023, 27080216;Dabrafenib:FDA;Dabrafenib:NCCN;Dabrafenib + Trametinib:PMID: 27048246;Dabrafenib + Trametinib:PMID: 26392102,ASCO 2015 (abstr 8006);Dabrafenib + Trametinib:PMID: 27283860;Dabrafenib + Trametinib:FDA;ERK inhibitors:PMID: 23614898, 22997239;Ipilimumab:PMID: 22382362, 23709751;MEK inhibitors:PMID: 22241789;MEK inhibitors:PMID: 19018267;Panitumumab + Dabrafenib + Trametinib:ASCO 2014 (abstr 3515),ASCO 2015 (abstr 103);Pan-RAF inhibitors:ESMO 2015 (abstract 300),AACR 2016 (abstr CT005);PLX4720:PMC3638050;Selumetinib:NCT01089101;Trametinib:FDA;Vandetanib:PMID: 20065189, 22025146;Vemurafenib:PMID: 22743296, 22621641, 23612012;Vemurafenib:PMID: 22586120;Vemurafenib:PMID: 22608338, 20818844, 23489023;Vemurafenib:FDA;Vemurafenib:PMID: 26287849;Vemurafenib + Cobimetinib:FDA||BYL719:ENA 2014 (abstr 11LBA);Cetuximab:PMID: 27729313;Dabrafenib:ENA 2014 (abstr 11LBA);Irinotecan:PMID: 27729313;Panitumumab:ENA 2014 (abstr 11LBA);Vemurafenib:PMID: 27729313||Cobimetinib:FDA;Dabrafenib + Trametinib:FDA;Ipilimumab:PMID: 22382362, 23709751;Trametinib:FDA;Vemurafenib:NCCN;Vemurafenib:PMID: 26287849;Vemurafenib + Cobimetinib:FDA||Crizotinib:PMID: 27325282;Vemurafenib:PMID: 27325282||Dabrafenib:PMID: 23237741;Ipilimumab:PMID: 22382362, 23709751;Trametinib:PMID: 23248257, 22805292, 23248257;Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Dasatinib:PMID: 22649091||Dasatinib:PMID: 22649091||Selumetinib:PMID: 26324360;Sorafenib:PMID: 238900088, 20526349, 24727320;Trametinib:PMID: 24727320, 24345920, 20526349||Sorafenib:PMID: 18794803||Sorafenib:PMID: 18794803||Trametinib:PMID: 23248257, 22805292, 23248257||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849||Vemurafenib:NCCN;Vemurafenib:PMID: 26287849	Cetuximab:PMID: 20619739, 21163703, 23325582;EGFR TK inhibitors:PMID: 22773810;Imatinib:PMID: 25182956;Panitumumab:PMID: 20619739, 21163703, 23325582;Sorafenib:.;Sunitinib:PMID: 25182956||EGFR TK inhibitors:PMID: 22773810;Sorafenib:.||Panitumumab:PMID: 27325282;Vemurafenib:PMID: 27325282||Selumetinib:PMID: 23444215;Vemurafenib:PMID: 23288408, 231718||Selumetinib:PMID: 23444215;Vemurafenib:PMID: 23288408, 231718||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Sorafenib:.||Vemurafenib:PMID: 26732095||Vemurafenib:PMID: 26287849
FGFR	mut	9.50%		28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	None	None
FGFR	fusion	5.30%		28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	None	None
FGFR	fusion	16.00%		25608663	research	11.8	2015	31	ICCA	None	None
HNF1A	mut	5.00%	hepatic differentiation	27262756	Review	7.43	2016	12		None	None
HNF1A		3.00%		.	.	.	.	.	来源于cosmic	None	None
HNF1A	mut	4.70%	hepatic differentiation	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
IDH1	mut	13.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	AG-120:NCT02073994, 23558169;Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IDH1	mut	13.80%		24185509	research	24.17	2013	164	32 iCC，9 gall-bladder carcinomas	AG-120:NCT02073994, 23558169;Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IDH1		5.90%		25636086	research	11.23	2015	30	30例胆汁表现的肝癌，60 HCC WGS，数据收录在ICGC	AG-120:NCT02073994, 23558169;Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IDH2	mut	5.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	AG-221:AACR 2014 (abstr CT103)||AG-221:AACR 2014 (abstr CT103)||Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IDH2	mut	6.90%		24185509	research	24.17	2013	164	32 iCC，9 gall-bladder carcinomas	AG-221:AACR 2014 (abstr CT103)||AG-221:AACR 2014 (abstr CT103)||Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IDH2		2.90%		25636086	research	11.23	2015	30	30例胆汁表现的肝癌，60 HCC WGS，数据收录在ICGC	AG-221:AACR 2014 (abstr CT103)||AG-221:AACR 2014 (abstr CT103)||Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IL6ST	mut	3.00%	JAK/STAT signalling	27262756	Review	7.43	2016	12		None	None
